date,school,district,school_type,campaign,campaign_phase,platform,content_type,boosted,target_grade,target_gender,on_ground_support,spend_zar,budget_allocated_zar,impressions,engagements,clicks,link_clicks,page_views,form_starts,registrations,confirmed_enrollments,counsellor_referrals,ctr,engagement_rate,link_click_rate,page_view_rate,form_start_rate,completion_rate,conversion_rate,enrollment_rate,cost_per_registration,cost_per_enrollment,budget_utilisation
2026-04-03,Alexandra School,Alexandra,No-Fee Public,Literacy Week,Launch,Instagram,Story,True,Grade 11,Male,True,470.42,426.99,12609,702.0,546.0,247.0,150.0,80.0,2.0,1.0,29.0,0.04330240304544373,0.055674518201284794,0.4523809523809524,0.6072874493927125,0.5333333333333333,0.025,0.00015861686097232136,0.5,235.21,470.42,1.1017119838872105
2026-04-20,Alexandra School,Alexandra,No-Fee Public,Digital Skills Push,Mid,WhatsApp,Video,False,Grade 12,Male,True,0.0,0.0,671,363.0,91.0,45.0,37.0,16.0,1.0,0.0,3.0,0.13561847988077497,0.5409836065573771,0.4945054945054945,0.8222222222222222,0.43243243243243246,0.0625,0.0014903129657228018,0.0,0.0,,
2026-06-06,Alexandra School,Alexandra,No-Fee Public,Literacy Week,Close,Instagram,Carousel,False,Grade 12,Male,False,0.0,0.0,9028,1261.0,683.0,427.0,272.0,141.0,17.0,10.0,63.0,0.07565352237483385,0.13967656180770935,0.6251830161054173,0.6370023419203747,0.5183823529411765,0.12056737588652482,0.0018830305715551617,0.5882352941176471,0.0,0.0,
2026-05-29,Brixton High,Johannesburg South,Public,Stem Drive,Close,TikTok,Carousel,True,Grade 11,Male,False,256.39,305.5,5835,1112.0,548.0,334.0,234.0,62.0,6.0,3.0,40.0,0.09391602399314482,0.19057412167952015,0.6094890510948905,0.7005988023952096,0.26495726495726496,0.0967741935483871,0.0010282776349614395,0.5,42.73166666666666,85.46333333333332,0.8392471358428805
2026-05-20,Midrand High,Midrand,Public,Digital Skills Push,Close,TikTok,Video,True,Grade 11,Male,False,4073.68,4793.11,143513,42652.0,11672.0,4695.0,3482.0,1156.0,72.0,38.0,501.0,0.0813306111641454,0.2971995568345725,0.4022446881425634,0.741640042598509,0.33199310740953475,0.06228373702422145,0.000501696710402542,0.5277777777777778,56.57888888888888,107.20210526315789,0.8499032986933327
2026-07-05,Rosebank Academy,Rosebank,Public,Digital Skills Push,Mid,Instagram,Story,True,Grade 12,Male,False,275.93,261.31,7152,0.0,257.0,169.0,122.0,51.0,13.0,7.0,16.0,0.03593400447427293,0.0,0.6575875486381323,0.7218934911242604,0.4180327868852459,0.2549019607843137,0.0018176733780760625,0.5384615384615384,21.225384615384616,39.41857142857143,1.0559488729861084
2026-04-26,Soweto Academy,Soweto,No-Fee Public,Career Day,Mid,Facebook,Static,True,Grade 11,All,False,64.87,58.93,1510,51.0,58.0,40.0,31.0,10.0,0.0,0.0,4.0,0.038410596026490065,0.03377483443708609,0.6896551724137931,0.775,0.3225806451612903,0.0,0.0,0.0,,,1.1007975564228747
2026-04-19,Alexandra School,Alexandra,No-Fee Public,Career Day,Mid,WhatsApp,Video,True,Grade 11,Male,True,14.86,17.26,564,253.0,0.0,85.0,64.0,16.0,0.0,0.0,11.0,0.0,0.44858156028368795,0.0,0.7529411764705882,0.25,0.0,0.0,0.0,,,0.8609501738122827
2026-04-09,Midrand High,Midrand,Public,Career Day,Launch,Facebook,Carousel,False,Grade 11,Male,False,0.0,0.0,1970,77.0,80.0,34.0,27.0,0.0,1.0,0.0,2.0,0.04060913705583756,0.03908629441624366,0.425,0.7941176470588235,0.0,0.0,0.0005076142131979696,0.0,0.0,,
2026-04-16,Randburg High,Randburg,Public,Digital Skills Push,Mid,Facebook,Video,True,Both,Male,False,63.96,59.46,2035,85.0,160.0,70.0,40.0,11.0,2.0,1.0,7.0,0.07862407862407862,0.04176904176904177,0.4375,0.5714285714285714,0.275,0.18181818181818182,0.0009828009828009828,0.5,31.98,63.96,1.0756811301715439
2026-04-10,Randburg High,Randburg,Public,Digital Skills Push,Launch,Facebook,Story,True,Grade 12,All,False,138.74,124.89,5036,241.0,279.0,121.0,100.0,54.0,3.0,2.0,10.0,0.05540111199364575,0.04785544082605242,0.4336917562724014,0.8264462809917356,0.54,0.05555555555555555,0.0005957108816521049,0.6666666666666666,46.24666666666667,69.37,1.1108975898790936
2026-05-18,Midrand High,Midrand,Public,Literacy Week,Close,TikTok,Video,True,Grade 12,Female,False,213.32,185.27,9485,1332.0,1086.0,803.0,533.0,0.0,23.0,13.0,47.0,0.11449657353716394,0.1404322614654718,0.7394106813996317,0.663760896637609,0.0,0.0,0.0024248813916710596,0.5652173913043478,9.274782608695652,16.409230769230767,1.1514006584984076
2026-04-18,Rosebank Academy,Rosebank,Public,Literacy Week,Mid,TikTok,Video,True,Grade 12,Male,False,63.81,66.21,1556,320.0,70.0,52.0,34.0,10.0,2.0,0.0,6.0,0.04498714652956298,0.20565552699228792,0.7428571428571429,0.6538461538461539,0.29411764705882354,0.2,0.0012853470437017994,0.0,31.905,,0.963751699139103
2026-06-01,Alexandra School,Alexandra,No-Fee Public,Digital Skills Push,Close,TikTok,Video,False,Both,Male,True,0.0,0.0,2227,579.0,318.0,186.0,136.0,65.0,5.0,2.0,20.0,0.14279299506061965,0.2599910193084867,0.5849056603773585,0.7311827956989247,0.47794117647058826,0.07692307692307693,0.00224517287831163,0.4,0.0,0.0,
2026-12-05,Sandton College,Sandton,Public,Literacy Week,Mid,TikTok,Video,True,Grade 11,Male,False,606.55,608.16,17842,5603.0,786.0,358.0,211.0,69.0,10.0,5.0,24.0,0.04405335724694541,0.31403430108732205,0.455470737913486,0.5893854748603352,0.32701421800947866,0.14492753623188406,0.0005604752830400179,0.5,60.654999999999994,121.30999999999999,0.9973526703499079
2026-04-12,Rosebank Academy,Rosebank,Public,Stem Drive,Launch,TikTok,Carousel,False,Grade 11,All,False,0.0,0.0,4607,991.0,230.0,0.0,109.0,37.0,3.0,1.0,18.0,0.04992402865205123,0.21510744519209898,0.0,0.0,0.3394495412844037,0.08108108108108109,0.0006511829824180595,0.3333333333333333,0.0,0.0,
2026-05-13,Sandton College,Sandton,Public,Literacy Week,Mid,TikTok,Carousel,False,Grade 12,Male,False,0.0,0.0,924,265.0,42.0,30.0,22.0,7.0,1.0,0.0,3.0,0.045454545454545456,0.28679653679653677,0.7142857142857143,0.7333333333333333,0.3181818181818182,0.14285714285714285,0.0010822510822510823,0.0,0.0,,
2026-05-30,Midrand High,Midrand,Public,Literacy Week,Close,WhatsApp,Carousel,True,Grade 11,Female,False,42.44,49.1,1743,0.0,533.0,343.0,240.0,85.0,8.0,5.0,42.0,0.3057946069994263,0.0,0.6435272045028143,0.6997084548104956,0.3541666666666667,0.09411764705882353,0.004589787722317842,0.625,5.305,8.488,0.8643584521384928
2026-06-02,Rosebank Academy,Rosebank,Public,Stem Drive,Close,WhatsApp,Static,True,Grade 12,All,True,29.58,28.06,1787,244.0,342.0,183.0,121.0,60.0,12.0,4.0,9.0,0.19138220481253498,0.1365416899832121,0.5350877192982456,0.6612021857923497,0.49586776859504134,0.2,0.006715165081141578,0.3333333333333333,2.465,7.395,1.0541696364932287
2026-04-10,Midrand High,Midrand,Public,Digital Skills Push,Launch,WhatsApp,Static,True,Grade 11,Female,False,14.97,0.0,552,176.0,94.0,59.0,39.0,14.0,0.0,0.0,4.0,0.17028985507246377,0.3188405797101449,0.6276595744680851,0.6610169491525424,0.358974358974359,0.0,0.0,0.0,,,
2026-05-03,Brixton High,Johannesburg South,Public,Career Day,Mid,Instagram,Video,False,Grade 12,All,False,0.0,0.0,2802,194.0,148.0,91.0,58.0,0.0,3.0,2.0,9.0,0.05281941470378301,0.06923625981441828,0.6148648648648649,0.6373626373626373,0.0,0.0,0.0010706638115631692,0.6666666666666666,0.0,0.0,
2026-04-30,Rosebank Academy,Rosebank,Public,Literacy Week,Mid,WhatsApp,Static,True,Both,Female,False,27.06,27.65,1094,0.0,261.0,188.0,139.0,53.0,5.0,2.0,12.0,0.23857404021937842,0.0,0.7203065134099617,0.7393617021276596,0.381294964028777,0.09433962264150944,0.004570383912248629,0.4,5.412,13.53,0.9786618444846293
2026-05-04,Brixton High,Johannesburg South,Public,Stem Drive,Launch,Facebook,Video,False,Both,Female,False,0.0,0.0,536,16.0,35.0,16.0,13.0,4.0,0.0,0.0,1.0,0.06529850746268656,0.029850746268656716,0.45714285714285713,0.8125,0.3076923076923077,0.0,0.0,0.0,,,
2026-04-05,Midrand High,Midrand,Public,Literacy Week,Launch,TikTok,Video,True,Both,Female,True,349.24,343.47,7974,1911.0,475.0,350.0,283.0,78.0,12.0,5.0,44.0,0.059568597943315774,0.23965387509405567,0.7368421052631579,0.8085714285714286,0.2756183745583039,0.15384615384615385,0.0015048908954100827,0.4166666666666667,29.103333333333335,69.848,1.0167991382071213
2026-06-10,Alexandra School,Alexandra,No-Fee Public,Digital Skills Push,Close,Instagram,Story,True,Both,Male,True,264.18,267.41,5838,416.0,0.0,243.0,0.0,74.0,6.0,2.0,22.0,0.0,0.07125727989037342,0.0,0.0,0.0,0.08108108108108109,0.0010277492291880781,0.3333333333333333,44.03,132.09,0.9879211697393515
2026-05-15,Alexandra School,Alexandra,No-Fee Public,Literacy Week,Mid,Facebook,Video,True,Both,Male,False,155.01,153.08,5088,197.0,0.0,186.0,0.0,52.0,5.0,2.0,14.0,0.0,0.038718553459119495,0.0,0.0,0.0,0.09615384615384616,0.0009827044025157233,0.4,31.002,77.505,1.012607786778155
2026-05-05,Rosebank Academy,Rosebank,Public,Digital Skills Push,Mid,Facebook,Story,False,Grade 12,All,False,0.0,0.0,3112,89.0,64.0,28.0,15.0,8.0,2.0,0.0,0.0,0.02056555269922879,0.02859897172236504,0.4375,0.5357142857142857,0.5333333333333333,0.25,0.0006426735218508997,0.0,0.0,,
2026-05-14,Midrand High,Midrand,Public,Stem Drive,Mid,TikTok,Static,True,Grade 12,Male,True,57.37,57.11,1863,266.0,193.0,126.0,107.0,27.0,6.0,3.0,15.0,0.10359634997316157,0.14278046162104133,0.6528497409326425,0.8492063492063492,0.2523364485981308,0.2222222222222222,0.00322061191626409,0.5,9.561666666666666,19.12333333333333,1.0045526177552093
2026-05-27,Brixton High,Johannesburg South,Public,Stem Drive,Close,Facebook,Static,True,Grade 12,Male,False,71.61,82.26,1360,76.0,65.0,46.0,35.0,12.0,1.0,0.0,5.0,0.04779411764705882,0.05588235294117647,0.7076923076923077,0.7608695652173914,0.34285714285714286,0.08333333333333333,0.0007352941176470588,0.0,71.61,,0.8705324580598103
2026-06-13,Brixton High,Johannesburg South,Public,Career Day,Close,Facebook,Carousel,False,Grade 11,Male,False,0.0,0.0,2022,121.0,115.0,50.0,30.0,9.0,0.0,0.0,2.0,0.056874381800197826,0.05984174085064293,0.43478260869565216,0.6,0.3,0.0,0.0,0.0,,,
2026-04-04,Brixton High,Johannesburg South,Public,Career Day,Launch,Instagram,Video,True,Grade 11,Female,False,366.59,405.59,7306,590.0,644.0,333.0,196.0,98.0,6.0,3.0,42.0,0.08814672871612374,0.08075554338899535,0.5170807453416149,0.5885885885885885,0.5,0.061224489795918366,0.0008212428141253764,0.5,61.09833333333333,122.19666666666666,0.9038437831307478
2026-05-06,Midrand High,Midrand,Public,Digital Skills Push,Close,Facebook,Carousel,False,Grade 11,All,False,0.0,0.0,2022,215.0,60.0,0.0,19.0,8.0,0.0,0.0,1.0,0.02967359050445104,0.10633036597428289,0.0,0.0,0.42105263157894735,0.0,0.0,0.0,,,
2026-05-06,Randburg High,Randburg,Public,Career Day,Mid,WhatsApp,Static,False,Grade 12,Female,False,0.0,0.0,991,296.0,254.0,149.0,108.0,38.0,5.0,3.0,18.0,0.25630676084762866,0.29868819374369326,0.5866141732283464,0.7248322147651006,0.35185185185185186,0.13157894736842105,0.005045408678102927,0.6,0.0,0.0,
2026-04-19,Sandton College,Sandton,Public,Digital Skills Push,Mid,TikTok,Video,False,Both,Female,False,0.0,0.0,12697,3423.0,1099.0,608.0,504.0,200.0,43.0,27.0,39.0,0.08655587934157676,0.26959124202567536,0.5532302092811647,0.8289473684210527,0.3968253968253968,0.215,0.003386626762227298,0.627906976744186,0.0,0.0,
2026-02-04,Brixton High,Johannesburg South,Public,Literacy Week,Launch,Facebook,Video,False,Grade 12,Female,False,0.0,0.0,2873,129.0,159.0,66.0,54.0,27.0,2.0,1.0,6.0,0.05534284719805082,0.044900800556909155,0.41509433962264153,0.8181818181818182,0.5,0.07407407407407407,0.0006961364427427776,0.5,0.0,0.0,
2026-09-06,Midrand High,Midrand,Public,Digital Skills Push,Close,TikTok,Video,False,Both,All,False,0.0,0.0,7454,996.0,847.0,470.0,297.0,82.0,6.0,0.0,53.0,0.11363026562919239,0.13361953313657096,0.5548996458087367,0.6319148936170212,0.2760942760942761,0.07317073170731707,0.0008049369466058492,0.0,0.0,,
2026-04-18,Alexandra School,Alexandra,No-Fee Public,Stem Drive,Mid,Instagram,Video,True,Both,All,False,178.71,154.72,3798,915.0,0.0,66.0,44.0,22.0,1.0,0.0,4.0,0.0,0.24091627172195892,0.0,0.6666666666666666,0.5,0.045454545454545456,0.0002632964718272775,0.0,178.71,,1.1550542916235782
2026-05-16,Soweto Academy,Soweto,No-Fee Public,Literacy Week,Close,WhatsApp,Static,True,Grade 11,Male,False,37.86,38.87,1877,581.0,314.0,160.0,114.0,30.0,0.0,0.0,22.0,0.16728822589238146,0.309536494405967,0.5095541401273885,0.7125,0.2631578947368421,0.0,0.0,0.0,,,0.9740159506045795
2026-05-22,Sandton College,Sandton,Public,Stem Drive,Close,WhatsApp,Static,False,Grade 11,Male,False,0.0,0.0,387,59.0,44.0,31.0,19.0,6.0,0.0,0.0,4.0,0.11369509043927649,0.1524547803617571,0.7045454545454546,0.6129032258064516,0.3157894736842105,0.0,0.0,0.0,,,
2026-06-02,Rosebank Academy,Rosebank,Public,Literacy Week,Close,Facebook,Static,False,Grade 12,Male,False,0.0,0.0,1108,38.0,82.0,36.0,29.0,12.0,0.0,0.0,2.0,0.0740072202166065,0.03429602888086643,0.43902439024390244,0.8055555555555556,0.41379310344827586,0.0,0.0,0.0,,,
2026-05-13,Randburg High,Randburg,Public,Career Day,Mid,Instagram,Story,True,Grade 12,Male,True,168.69,164.51,2693,141.0,229.0,115.0,88.0,28.0,7.0,3.0,8.0,0.0850352766431489,0.052357965094689936,0.5021834061135371,0.7652173913043478,0.3181818181818182,0.25,0.0025993316004456,0.42857142857142855,24.09857142857143,56.23,1.0254087897392257
2026-05-05,Rosebank Academy,Rosebank,Public,Career Day,Mid,TikTok,Video,False,Grade 11,All,False,0.0,0.0,3984,1637.0,456.0,0.0,211.0,0.0,6.0,3.0,32.0,0.1144578313253012,0.41089357429718876,0.0,0.0,0.0,0.0,0.0015060240963855422,0.5,0.0,0.0,
2026-04-14,Midrand High,Midrand,Public,Stem Drive,Launch,Facebook,Static,True,Grade 11,All,False,1099.35,1010.2,20936,720.0,497.0,307.0,171.0,64.0,2.0,1.0,44.0,0.02373901413832633,0.03439052350019106,0.6177062374245473,0.5570032573289903,0.3742690058479532,0.03125,9.552923194497516e-05,0.5,549.675,1099.35,1.0882498515145513
2026-10-05,Brixton High,Johannesburg South,Public,Career Day,Mid,WhatsApp,Static,True,Grade 11,Male,False,6.49,6.5,292,40.0,33.0,13.0,10.0,3.0,0.0,0.0,1.0,0.11301369863013698,0.136986301369863,0.3939393939393939,0.7692307692307693,0.3,0.0,0.0,0.0,,,0.9984615384615385
2026-04-19,Randburg High,Randburg,Public,Stem Drive,Mid,TikTok,Video,False,Grade 12,Female,False,0.0,0.0,7745,1069.0,575.0,317.0,265.0,126.0,0.0,13.0,40.0,0.07424144609425436,0.1380245319561007,0.551304347826087,0.8359621451104101,0.47547169811320755,0.0,0.0,0.0,,0.0,
2026-04-15,Rosebank Academy,Rosebank,Public,Stem Drive,Mid,Instagram,Static,False,Both,All,False,0.0,0.0,571,79.0,48.0,26.0,15.0,5.0,0.0,0.0,1.0,0.0840630472854641,0.138353765323993,0.5416666666666666,0.5769230769230769,0.3333333333333333,0.0,0.0,0.0,,,
2026-05-06,Brixton High,Johannesburg South,Public,Career Day,Mid,TikTok,Video,True,Both,Female,True,85.31,98.95,3503,1175.0,271.0,160.0,96.0,24.0,6.0,4.0,8.0,0.0773622609192121,0.33542677704824436,0.5904059040590406,0.6,0.25,0.25,0.0017128175849272054,0.6666666666666666,14.218333333333334,21.3275,0.8621526023244063
2026-05-24,Brixton High,Johannesburg South,Public,Career Day,Close,TikTok,Video,True,Grade 11,Male,False,648.74,695.87,21105,8363.0,2615.0,1583.0,1276.0,431.0,26.0,12.0,178.0,0.12390428808339256,0.3962568111821843,0.6053537284894838,0.8060644346178143,0.3377742946708464,0.060324825986078884,0.0012319355602937693,0.46153846153846156,24.951538461538462,54.06166666666667,0.9322718323824852
2026-04-26,Sandton College,Sandton,Public,Literacy Week,Mid,Facebook,Static,True,Grade 12,Female,False,144.65,124.81,3402,96.0,109.0,76.0,50.0,17.0,4.0,2.0,10.0,0.03203997648442093,0.02821869488536155,0.6972477064220184,0.6578947368421053,0.34,0.23529411764705882,0.0011757789535567313,0.5,36.1625,72.325,1.1589616216649308
2026-04-23,Midrand High,Midrand,Public,Career Day,Mid,TikTok,Video,False,Grade 11,Female,False,0.0,0.0,1112,159.0,78.0,37.0,21.0,7.0,0.0,0.0,4.0,0.07014388489208633,0.14298561151079137,0.47435897435897434,0.5675675675675675,0.3333333333333333,0.0,0.0,0.0,,,
2026-04-28,Midrand High,Midrand,Public,Digital Skills Push,Mid,Instagram,Carousel,True,Grade 11,Female,False,87.8,92.67,2090,294.0,150.0,0.0,66.0,18.0,2.0,1.0,14.0,0.07177033492822966,0.14066985645933014,0.0,0.0,0.2727272727272727,0.1111111111111111,0.0009569377990430622,0.5,43.9,87.8,0.947447933527571
2026-05-03,Midrand High,Midrand,Public,Literacy Week,Mid,Facebook,Static,True,Grade 11,Male,False,178.48,189.38,4066,0.0,292.0,216.0,132.0,48.0,5.0,2.0,13.0,0.07181505164781112,0.0,0.7397260273972602,0.6111111111111112,0.36363636363636365,0.10416666666666667,0.0012297097884899164,0.4,35.696,89.24,0.9424437638610201
2026-04-12,Rosebank Academy,Rosebank,Public,Career Day,Launch,WhatsApp,Static,False,Grade 11,Female,False,0.0,0.0,398,90.0,87.0,36.0,30.0,15.0,0.0,0.0,3.0,0.2185929648241206,0.22613065326633167,0.41379310344827586,0.8333333333333334,0.5,0.0,0.0,0.0,,,
2026-04-27,Alexandra School,Alexandra,No-Fee Public,Digital Skills Push,Mid,WhatsApp,Video,False,Grade 11,Female,False,0.0,0.0,773,403.0,152.0,104.0,83.0,31.0,1.0,0.0,9.0,0.19663648124191463,0.5213454075032341,0.6842105263157895,0.7980769230769231,0.37349397590361444,0.03225806451612903,0.00129366106080207,0.0,0.0,,
2026-05-28,Midrand High,Midrand,Public,Digital Skills Push,Close,Instagram,Video,False,Grade 11,All,False,0.0,0.0,2542,422.0,181.0,77.0,58.0,27.0,2.0,1.0,10.0,0.07120377655389457,0.16601101494885917,0.425414364640884,0.7532467532467533,0.46551724137931033,0.07407407407407407,0.0007867820613690008,0.5,0.0,0.0,
2026-11-04,Sandton College,Sandton,Public,Career Day,Launch,Instagram,Video,True,Both,Female,False,82.77,0.0,1916,186.0,180.0,128.0,90.0,34.0,0.0,0.0,0.0,0.09394572025052192,0.09707724425887265,0.7111111111111111,0.703125,0.37777777777777777,0.0,0.0,0.0,,,
2026-04-06,Randburg High,Randburg,Public,Stem Drive,Launch,Instagram,Story,False,Both,Male,True,0.0,0.0,16806,1431.0,1452.0,898.0,745.0,274.0,31.0,14.0,54.0,0.08639771510174937,0.08514816137093895,0.6184573002754821,0.8296213808463252,0.36778523489932885,0.11313868613138686,0.0018445793169106271,0.45161290322580644,0.0,0.0,
2026-06-01,Brixton High,Johannesburg South,Public,Stem Drive,Close,Facebook,Static,True,Both,All,False,0.0,132.09,5000,293.0,306.0,227.0,170.0,45.0,2.0,1.0,21.0,0.0612,0.0586,0.7418300653594772,0.748898678414097,0.2647058823529412,0.044444444444444446,0.0004,0.5,0.0,0.0,0.0
2026-04-04,Midrand High,Midrand,Public,Stem Drive,Launch,Instagram,Static,False,Grade 12,All,True,0.0,0.0,394,14.0,39.0,0.0,16.0,7.0,0.0,0.0,1.0,0.09898477157360407,0.03553299492385787,0.0,0.0,0.4375,0.0,0.0,0.0,,,
2026-04-06,Sandton College,Sandton,Public,Stem Drive,Launch,Instagram,Carousel,True,Grade 11,Male,False,220.5,202.67,5523,658.0,466.0,235.0,0.0,91.0,4.0,2.0,23.0,0.08437443418432011,0.11913814955640051,0.5042918454935622,0.0,0.0,0.04395604395604396,0.0007242440702516748,0.5,55.125,110.25,1.0879755267183107
2026-08-05,Alexandra School,Alexandra,No-Fee Public,Stem Drive,Mid,TikTok,Video,True,Grade 12,Female,False,60.88,61.75,2600,432.0,158.0,63.0,44.0,20.0,2.0,1.0,9.0,0.06076923076923077,0.16615384615384615,0.3987341772151899,0.6984126984126984,0.45454545454545453,0.1,0.0007692307692307692,0.5,30.44,60.88,0.9859109311740891
2026-05-06,Soweto Academy,Soweto,No-Fee Public,Digital Skills Push,Mid,Facebook,Static,True,Grade 12,All,False,229.14,251.43,6393,112.0,383.0,173.0,126.0,67.0,5.0,2.0,18.0,0.059909275770373846,0.017519161582981387,0.4516971279373368,0.7283236994219653,0.5317460317460317,0.07462686567164178,0.000782105427811669,0.4,45.827999999999996,114.57,0.9113470946187805
2026-05-29,Alexandra School,Alexandra,No-Fee Public,Digital Skills Push,Close,Facebook,Static,True,Both,Male,False,79.87,75.41,1616,44.0,104.0,67.0,36.0,10.0,0.0,0.0,8.0,0.06435643564356436,0.027227722772277228,0.6442307692307693,0.5373134328358209,0.2777777777777778,0.0,0.0,0.0,,,1.0591433496883704
2026-05-24,Randburg High,Randburg,Public,Stem Drive,Close,Facebook,Story,False,Grade 12,All,True,0.0,0.0,1221,31.0,33.0,13.0,7.0,2.0,0.0,0.0,0.0,0.02702702702702703,0.025389025389025387,0.3939393939393939,0.5384615384615384,0.2857142857142857,0.0,0.0,0.0,,,
2026-06-07,Rosebank Academy,Rosebank,Public,Literacy Week,Close,Facebook,Story,True,Both,Female,True,125.46,111.04,3594,186.0,0.0,145.0,118.0,34.0,5.0,3.0,11.0,0.0,0.05175292153589316,0.0,0.8137931034482758,0.288135593220339,0.14705882352941177,0.0013912075681691708,0.6,25.092,41.82,1.1298631123919307
2026-10-04,Rosebank Academy,Rosebank,Public,Literacy Week,Launch,WhatsApp,Static,False,Both,All,False,0.0,0.0,1219,262.0,322.0,207.0,120.0,43.0,4.0,2.0,28.0,0.2641509433962264,0.21493027071369974,0.6428571428571429,0.5797101449275363,0.35833333333333334,0.09302325581395349,0.003281378178835111,0.5,0.0,0.0,
2026-05-12,Rosebank Academy,Rosebank,Public,Career Day,Mid,Instagram,Static,False,Grade 11,Female,False,0.0,0.0,828,70.0,91.0,40.0,23.0,9.0,1.0,0.0,4.0,0.10990338164251208,0.08454106280193237,0.43956043956043955,0.575,0.391304347826087,0.1111111111111111,0.0012077294685990338,0.0,0.0,,
2026-04-06,Brixton High,Johannesburg South,Public,Literacy Week,Launch,Instagram,Carousel,False,Both,Male,True,0.0,0.0,1806,376.0,147.0,58.0,32.0,13.0,2.0,1.0,4.0,0.08139534883720931,0.2081949058693245,0.3945578231292517,0.5517241379310345,0.40625,0.15384615384615385,0.0011074197120708748,0.5,0.0,0.0,
2026-05-10,Rosebank Academy,Rosebank,Public,Career Day,Mid,Facebook,Story,False,Grade 11,Female,False,0.0,0.0,916,50.0,57.0,30.0,0.0,8.0,1.0,0.0,3.0,0.06222707423580786,0.05458515283842795,0.5263157894736842,0.0,0.0,0.125,0.001091703056768559,0.0,0.0,,
2026-04-30,Midrand High,Midrand,Public,Digital Skills Push,Mid,Instagram,Video,False,Both,Male,False,0.0,0.0,1355,306.0,146.0,61.0,50.0,17.0,2.0,1.0,5.0,0.1077490774907749,0.22583025830258302,0.4178082191780822,0.819672131147541,0.34,0.11764705882352941,0.0014760147601476014,0.5,0.0,0.0,
2026-05-28,Brixton High,Johannesburg South,Public,Career Day,Close,Facebook,Video,False,Grade 11,Male,False,0.0,0.0,5499,526.0,243.0,100.0,62.0,24.0,2.0,0.0,11.0,0.044189852700491,0.09565375522822331,0.411522633744856,0.62,0.3870967741935484,0.08333333333333333,0.0003637024913620658,0.0,0.0,,
2026-05-10,Alexandra School,Alexandra,No-Fee Public,Digital Skills Push,Mid,Facebook,Video,True,Both,Male,False,136.55,122.05,4022,258.0,252.0,176.0,125.0,46.0,4.0,2.0,23.0,0.0626553953257086,0.06414719045251119,0.6984126984126984,0.7102272727272727,0.368,0.08695652173913043,0.000994530084535057,0.5,34.1375,68.275,1.1188037689471528
2026-04-13,Randburg High,Randburg,Public,Literacy Week,Launch,Instagram,Carousel,True,Both,Male,False,65.58,58.61,1747,171.0,204.0,93.0,78.0,34.0,2.0,0.0,13.0,0.11677160847166572,0.09788208357183743,0.45588235294117646,0.8387096774193549,0.4358974358974359,0.058823529411764705,0.0011448196908986834,0.0,32.79,,1.1189216857191606
2026-08-05,Soweto Academy,Soweto,No-Fee Public,Stem Drive,Mid,TikTok,Video,True,Grade 12,Female,False,390.52,384.12,14807,5790.0,1243.0,533.0,333.0,125.0,17.0,0.0,30.0,0.08394678192746674,0.39103126899439455,0.42880128720836685,0.624765478424015,0.37537537537537535,0.136,0.001148105625717566,0.0,22.97176470588235,,1.016661459960429
2026-01-05,Brixton High,Johannesburg South,Public,Literacy Week,Mid,Instagram,Static,True,Grade 12,Male,True,2307.66,2079.7,39554,4801.0,2160.0,938.0,791.0,250.0,93.0,59.0,58.0,0.054608889113616825,0.12137836881225667,0.43425925925925923,0.8432835820895522,0.31605562579013907,0.372,0.002351216059058502,0.6344086021505376,24.813548387096773,39.1128813559322,1.1096119632639323
2026-04-29,Rosebank Academy,Rosebank,Public,Digital Skills Push,Mid,WhatsApp,Carousel,False,Both,All,False,0.0,0.0,1370,356.0,451.0,281.0,185.0,89.0,15.0,7.0,26.0,0.3291970802919708,0.25985401459854013,0.623059866962306,0.6583629893238434,0.4810810810810811,0.16853932584269662,0.010948905109489052,0.4666666666666667,0.0,0.0,
2026-07-04,Brixton High,Johannesburg South,Public,Stem Drive,Launch,Instagram,Video,False,Both,Female,False,0.0,0.0,621,92.0,47.0,30.0,20.0,8.0,1.0,0.0,3.0,0.07568438003220612,0.14814814814814814,0.6382978723404256,0.6666666666666666,0.4,0.125,0.001610305958132045,0.0,0.0,,
2026-04-24,Alexandra School,Alexandra,No-Fee Public,Digital Skills Push,Mid,TikTok,Static,True,Both,Male,True,95.29,82.69,3305,473.0,194.0,143.0,93.0,42.0,0.0,3.0,19.0,0.05869894099848714,0.14311649016641453,0.7371134020618557,0.6503496503496503,0.45161290322580644,0.0,0.0,0.0,,31.763333333333335,1.152376345386383
2026-04-05,Midrand High,Midrand,Public,Career Day,Launch,Facebook,Static,True,Grade 12,Female,False,300.13,256.04,8098,324.0,257.0,150.0,122.0,45.0,7.0,2.0,19.0,0.031736231168189674,0.0400098789824648,0.5836575875486382,0.8133333333333334,0.36885245901639346,0.15555555555555556,0.000864410965670536,0.2857142857142857,42.87571428571429,150.065,1.1721996563037025
2026-04-13,Randburg High,Randburg,Public,Stem Drive,Launch,Instagram,Video,False,Grade 12,Female,False,0.0,0.0,1290,207.0,115.0,56.0,0.0,15.0,0.0,1.0,4.0,0.08914728682170543,0.16046511627906976,0.48695652173913045,0.0,0.0,0.0,0.0,0.0,,0.0,
