date,school,district,school_type,campaign,campaign_phase,platform,content_type,boosted,target_grade,target_gender,on_ground_support,spend_zar,budget_allocated_zar,impressions,engagements,clicks,link_clicks,page_views,form_starts,registrations,confirmed_enrollments,counsellor_referrals
08-04-2026,SOWETO ACADEMY,Soweto,No-Fee Public,STEM Drive,Launch,whatsapp,Static,True,Both,Male,True,10.19,10.14,383,69.0,68.0,35.0,20.0,9.0,0.0,0.0,2.0
13-06-2026,ROSEBANK ACADEMY,Rosebank,Public,Literacy Week,Close,instagram,Story,True,Grade 12,Male,False,141.55,150.67,3154,484.0,171.0,78.0,46.0,17.0,1.0,0.0,9.0
2026-05-12,Randburg High,Randburg,Public,stem drive,Mid,tiktok,Video,True,Grade 12,Male,False,394.51,402.67,13316,2957.0,1724.0,1149.0,809.0,278.0,76.0,46.0,132.0
17-05-2026,SANDTON COLLEGE,Sandton,Public,Digital Skills Push,Close,IG,Video,True,Grade 12,Male,False,283.97,253.13,6233,1094.0,385.0,182.0,121.0,,5.0,2.0,15.0
2026-04-01,Brixton High,Johannesburg South,Public,LITERACY WEEK,Launch,TT,Video,False,Grade 11,All,False,0.0,0.0,1835,673.0,213.0,122.0,73.0,22.0,1.0,0.0,
09/04/2026,Midrand High,Midrand,Public,Digital Skills Push,Launch,facebook,Story,False,Grade 11,Male,False,0.0,0.0,1133,68.0,55.0,26.0,15.0,7.0,0.0,0.0,3.0
2026/04/18,SOWETO ACADEMY,Soweto,No-Fee Public,digital skills push,Mid,instagram,Carousel,True,Both,Male,True,166.66,162.5,2571,136.0,210.0,135.0,91.0,28.0,,1.0,11.0
2026/05/22,ALEXANDRA SCHOOL,Alexandra,No-Fee Public,career day,Close,whatsapp,Static,True,Grade 12,Female,True,,14.99,1064,239.0,,108.0,64.0,25.0,1.0,0.0,10.0
2026/06/13,BRIXTON HIGH,Johannesburg South,Public,Literacy Week,Close,tiktok,Video,True,Both,Male,True,589.67,641.25,22491,5305.0,1887.0,1351.0,1104.0,580.0,96.0,43.0,126.0
2026/05/04,Sandton College,Sandton,Public,digital skills push,Mid,Facebook,Static,True,Grade 12,Female,False,170.07,,4379,76.0,289.0,124.0,,,9.0,5.0,10.0
2026-05-08,brixton high,Johannesburg South,Public,Literacy Week,Mid,WhatsApp,Static,False,Grade 11,All,False,0.0,0.0,409,91.0,98.0,72.0,42.0,,2.0,0.0,8.0
31-05-2026,soweto academy,Soweto,No-Fee Public,Digital Skills Push,Close,WA,Static,False,Both,Female,False,0.0,0.0,1248,257.0,323.0,150.0,119.0,53.0,,1.0,15.0
17/04/2026,BRIXTON HIGH,Johannesburg South,Public,LITERACY WEEK,Mid,IG,Story,True,Both,Female,False,388.03,428.03,7913,623.0,936.0,491.0,396.0,158.0,20.0,12.0,43.0
12/04/2026,Alexandra School,Alexandra,No-Fee Public,STEM Drive,Launch,fb,Carousel,False,Both,Female,False,0.0,0.0,2566,219.0,86.0,54.0,37.0,16.0,0.0,0.0,6.0
2026-05-05,,Randburg,Public,Career Day,Mid,TikTok,Video,False,Grade 12,Male,False,0.0,0.0,7277,1828.0,520.0,244.0,146.0,72.0,18.0,8.0,26.0
05/05/2026,rosebank academy,Rosebank,Public,DIGITAL SKILLS PUSH,Mid,Facebook,Story,False,Grade 12,All,False,0.0,0.0,3112,89.0,64.0,28.0,15.0,8.0,2.0,0.0,
2026-05-07,Soweto Academy,Soweto,No-Fee Public,Career Day,Mid,instagram,Video,False,Both,Female,False,0.0,0.0,10605,1307.0,1098.0,573.0,333.0,174.0,18.0,12.0,75.0
17/04/2026,sandton college,Sandton,Public,digital skills push,Mid,tiktok,Static,True,Both,Female,False,89.24,92.13,4170,643.0,477.0,283.0,157.0,66.0,8.0,5.0,
01/04/2026,ALEXANDRA SCHOOL,Alexandra,No-Fee Public,stem drive,Launch,WA,Static,True,Grade 11,Female,True,37.64,43.64,1470,295.0,375.0,170.0,140.0,71.0,5.0,3.0,23.0
2026-04-11,sandton college,Sandton,Public,career day,Launch,Instagram,Video,True,Both,Female,False,82.77,,1916,186.0,180.0,128.0,90.0,34.0,,,
2026/04/26,SANDTON COLLEGE,Sandton,Public,Literacy Week,Mid,facebook,Static,True,Grade 12,Female,False,144.65,124.81,3402,96.0,109.0,76.0,50.0,17.0,4.0,2.0,10.0
10-04-2026,Midrand High,Midrand,Public,DIGITAL SKILLS PUSH,Launch,WA,Static,True,Grade 11,Female,False,14.97,,552,176.0,94.0,59.0,39.0,14.0,0.0,0.0,4.0
2026/04/24,Soweto Academy,Soweto,No-Fee Public,CAREER DAY,Mid,facebook,Static,True,Both,All,False,98.45,112.88,2932,179.0,150.0,61.0,36.0,16.0,1.0,0.0,4.0
30/05/2026,sandton college,Sandton,Public,digital skills push,Close,TikTok,Static,True,Grade 11,Male,False,166.3,183.79,5250,901.0,778.0,337.0,226.0,79.0,,4.0,23.0
03-04-2026,alexandra school,Alexandra,No-Fee Public,LITERACY WEEK,Launch,Instagram,Story,True,Grade 11,Male,True,470.42,426.99,12609,702.0,546.0,247.0,150.0,80.0,2.0,1.0,29.0
06-04-2026,sandton college,Sandton,Public,stem drive,Launch,Insta,Carousel,True,Grade 11,Male,False,220.5,202.67,5523,658.0,466.0,235.0,,91.0,4.0,2.0,23.0
03-05-2026,Rosebank Academy,Rosebank,Public,stem drive,Mid,TikTok,Video,True,Grade 11,All,False,131.3,114.44,3850,1094.0,,220.0,130.0,45.0,5.0,2.0,15.0
